
I bt_stack: [INFO:port_api.cc(129)] RFCOMM_CreateConnection B |	D BluetoothOppFileProvider: Initialized
W BluetoothAdapter: getBluetoothService() called with no Blue |	D AdapterServiceConfig: Adding HeadsetService
D ObexServerSockets: Succeed to create listening sockets      |	D AdapterServiceConfig: Adding A2dpService
V BluetoothMapService: getConnectionState()		      |	D AdapterServiceConfig: Adding HidService
D ObexServerSockets: Succeed to create listening sockets      |	D AdapterServiceConfig: Adding HealthService
D ObexServerSockets1: startAccept()			      |	D AdapterServiceConfig: Adding PanService
D ObexServerSockets0: startAccept()			      |	D AdapterServiceConfig: Adding GattService
D ObexServerSockets0: prepareForNewConnect()		      |	D AdapterServiceConfig: Adding BluetoothMapService
D ObexServerSockets1: prepareForNewConnect()		      |	D AdapterServiceConfig: Adding HeadsetClientService
D ObexServerSockets1: Accepting socket connection...	      |	D AdapterServiceConfig: Adding AvrcpControllerService
D BluetoothSdpJni: sdpCreateOppOpsRecordNative		      |	D AdapterServiceConfig: Adding SapService
D BluetoothSdpJni: SDP Create record success - handle: 0      |	W AdapterServiceConfig: Could not find profile bit mask
D BtOppService: mOppSdpHandle :0			      |	D AdapterServiceConfig: Adding BluetoothOppService
D BluetoothSdpJni: sdpCreateMapMasRecordNative		      |	W AdapterServiceConfig: Could not find profile bit mask
D BluetoothSdpJni: SDP Create record success - handle: 1      |	D AdapterServiceConfig: Adding BluetoothPbapService
D BluetoothPbapService: startsocketListener		      |	D BluetoothAdapterService: onCreate()
D ObexServerSockets: createWithFixedChannels(rfcomm = 19, l2c |	D BluetoothAdapterState: make() - Creating AdapterState
D ObexServerSockets: create(rfcomm = 19, l2capPsm = 4133)     |	I bt_btif : init
D BluetoothMapMasInstance0: Creating new SDP record for MAS i |	I BluetoothAdapterState: Entering OffState
D BluetoothAdapterService: getAdapterService() - returning co |	D bt_osi_allocation_tracker: canary initialized
W BluetoothAdapter: getBluetoothService() called with no Blue |	I bt_osi_thread: run_thread: thread id 5854, thread name stac
D ObexServerSockets0: Accepting socket connection...	      |	I bt_stack_manager: event_init_stack is initializing the stac
D ObexServerSockets0: Accepting socket connection...	      |	I bt_osi_thread: run_thread: thread id 5857, thread name alar
D ObexServerSockets1: Accepting socket connection...	      |	I bt_osi_thread: run_thread: thread id 5858, thread name alar
I bt_stack: [INFO:port_api.cc(129)] RFCOMM_CreateConnection B |	I bt_btif_core: btif_init_bluetooth entered
W BluetoothAdapter: getBluetoothService() called with no Blue |	I bt_stack_config: init attempt to load stack conf from /etc/
V BluetoothMapService: getConnectedDevices()		      |	I bt_osi_thread: run_thread: thread id 5859, thread name bt_j
D ObexServerSockets: Succeed to create listening sockets      |	I bt_btif_core: btif_init_bluetooth finished
D ObexServerSockets2: startAccept()			      |	I bt_stack_manager: event_init_stack finished
D ObexServerSockets2: prepareForNewConnect()		      |	I bt_btif_core: run_message_loop entered
D BluetoothSdpJni: sdpCreatePbapPseRecordNative		      |	I bt_osi_wakelock: wakelock_set_os_callouts set to non-native
D BluetoothSdpJni: SDP Create record success - handle: 2      |	I bt_btif : get_profile_interface: id = socket
V BluetoothMapService: getConnectionState()		      |	E bt_btif_storage: btif_storage_get_adapter_property: Control
D ObexServerSockets2: Accepting socket connection...	      |	E BluetoothServiceJni: adapter_properties_callback: Status 1 
D ObexServerSockets2: Accepting socket connection...	      |	I bt_btif : get_profile_interface: id = sdp
D BluetoothPbapService: PBAP server with handle:2	      |	D BluetoothAdapterProperties: Name is: LeEco Le 2
D A2dpStateMachine: Connection state 1C:52:16:D6:5D:54: 0->1  |	I BluetoothAdapterService: Phone policy enabled
V BluetoothMapService: getConnectedDevices()		      |	D BluetoothAdapterService: setAdapterService() - set to: null
V BluetoothMapService: getConnectionState()		      |	D BluetoothAdapterService: onBind()
D BluetoothAdapterProperties: PROFILE_CONNECTION_STATE_CHANGE |	I BtGatt.JNI: classInitNative(L871): classInitNative: Success
D BluetoothAdapterProperties: ADAPTER_CONNECTION_STATE_CHANGE |	D BluetoothAdapterService: enable() - Enable called with quie
D BluetoothPhonePolicy: processProfileStateChanged, device=1C |	D BluetoothAdapterState: Current state: OFF, message: 0
D BluetoothAdapterProperties: PROFILE_CONNECTION_STATE_CHANGE |	D BluetoothAdapterProperties: Setting state to 14
D BluetoothPhonePolicy: processProfileStateChanged, device=1C |	I BluetoothAdapterState: Bluetooth adapter state changed: 10-
D BluetoothAdapterProperties: Discoverable Timeout:300	      |	D BluetoothAdapterService: updateAdapterState() - Broadcastin
D BluetoothAdapterProperties: Scan Mode:23		      |	D BluetoothAdapterService: BleOnProcessStart()
I bt_stack: [INFO:gatt_api.cc(1004)] GATT_Register	      |	D BluetoothAdapterService: BleOnProcessStart() - Make Bond St
I bt_stack: [INFO:gatt_api.cc(1027)] allocated gatt_if=6      |	D BluetoothBondStateMachine: make
D BluetoothOppNotification: Completed counter = 0	      |	I BluetoothBondStateMachine: StableState(): Entering Off Stat
I chenxingsm: mapLteSignalLevel - rsrp:-109 snr:80 rsrpIconLe |	D BluetoothAdapterService: setProfileServiceState() - Startin
I bt_stack: [INFO:gatt_api.cc(1004)] GATT_Register	      |	I BluetoothAdapterState: Entering PendingCommandState
I bt_stack: [INFO:gatt_api.cc(1027)] allocated gatt_if=5      |	D BtGatt.DebugUtils: handleDebugAction() action=null
I bt_stack: [INFO:gatt_api.cc(1004)] GATT_Register	      |	D BluetoothAdapterService: getAdapterService() - returning co
I bt_stack: [INFO:gatt_api.cc(1027)] allocated gatt_if=6      |	D BtGatt.GattService: Received start request. Starting profil
W bt_sdp : SDP - Rcvd conn cnf with error: 0x4 CID 0x40	      |	I bt_btif : get_profile_interface: id = gatt
I bt_stack: [INFO:port_api.cc(129)] RFCOMM_CreateConnection B |	D BluetoothAdapterService: getAdapterService() - returning co
I bt_stack: [INFO:port_api.cc(129)] RFCOMM_CreateConnection B |	I chatty : uid=1002(bluetooth) com.android.bluetooth identica
I BluetoothHeadsetServiceJni: connection_state_callback	      |	D BluetoothAdapterService: getAdapterService() - returning co
I bt_btif_queue: queue_int_advance: removing connection reque |	D BluetoothAdapterService: handleMessage() - Message: 1
I bt_btif_queue: btif_queue_connect_next: executing connectio |	D BluetoothAdapterService: handleMessage() - MESSAGE_PROFILE_
I BluetoothA2dpServiceJni: bta2dp_connection_state_callback   |	D BluetoothAdapterService: processProfileServiceStateChanged(
D HeadsetStateMachine: Pending: processConnectionEvent, state |	D BluetoothAdapterService: GattService is started
E bt_btif : bta_av_save_addr: reset flags		      |	V BluetoothAdapterState: PendingCommand - transient state(s):
D A2dpStateMachine: Pending process message: 101	      |	D BluetoothAdapterState: Current state: PENDING_COMMAND, mess
D A2dpStateMachine: Stack and target device are connecting    |	I bt_btif : enable: start restricted = 0
D HeadsetStateMachine: Pending: removed CONNECT_TIMEOUT for d |	I bt_stack_manager: event_start_up_stack is bringing up the s
D BluetoothPhonePolicy: processProfileStateChanged, device=1C |	I bt_core_module: module_start_up Starting module "btif_confi
D BluetoothAdapterProperties: PROFILE_CONNECTION_STATE_CHANGE |	I bt_core_module: module_start_up Started module "btif_config
I bt_stack: [INFO:gatt_api.cc(1004)] GATT_Register	      |	I bt_core_module: module_start_up Starting module "btsnoop_mo
I bt_stack: [INFO:gatt_api.cc(1027)] allocated gatt_if=5      |	I bt_core_module: module_start_up Started module "btsnoop_mod
I bt_stack: [INFO:gatt_api.cc(1004)] GATT_Register	      |	I bt_core_module: module_start_up Starting module "hci_module
I bt_stack: [INFO:gatt_api.cc(1027)] allocated gatt_if=5      |	I bt_hci : hci_module_start_up
W bt_sdp : SDP - Rcvd conn cnf with error: 0x4 CID 0x41	      |	I bt_osi_thread: run_thread: thread id 5869, thread name hci_
E bt_btif : bta_av_sdp_failed: peer_addr=1c:52:16:d6:5d:54 op |	D bt_hci : hci_module_start_up starting async portion
W bt_btif : bta_av_str_closed: peer_addr=1c:52:16:d6:5d:54 op |	I bt_hci : hci_initialize
W bt_btif : bta_dm_rm_cback:0, status:1			      |	I bt_hci : hci_initialize: IBluetoothHci::getService() return
W bt_btif : bta_dm_act no entry for connected service cbs     |	I bt_hci : event_finish_startup
W bt_btif : btif_av_state_opening_handler: BTA_AV_OPEN_EVT st |	I bt_core_module: module_start_up Started module "hci_module"
W bt_btif : btif_av_state_opening_handler: BTA_AV_OPEN_EVT::F |	I bt_osi_thread: run_thread: thread id 5874, thread name bt_w
E bt_btif : get_connected_device: returning NULL	      |	I : [0403/130308:INFO:btu_task.cc(107)] Bluetooth chip preloa
I BluetoothA2dpServiceJni: bta2dp_connection_state_callback   |	I : [0403/130308:INFO:gatt_api.cc(1004)] GATT_Register
							      >	I : [0403/130308:INFO:gatt_api.cc(1027)] allocated gatt_if=1
D A2dpStateMachine: A2DP Codec Local Capability: {codecName:S	D A2dpStateMachine: A2DP Codec Local Capability: {codecName:S
D A2dpStateMachine: Enter Disconnected: 101		      |	D BluetoothAdapterService: getAdapterService() - returning co
D A2dpStateMachine: Connection state 1C:52:16:D6:5D:54: 1->0  |	I BluetoothHidServiceJni: classInitNative: succeeds
D BluetoothPhonePolicy: processProfileStateChanged, device=1C |	D BluetoothAdapterService: getAdapterService() - returning co
D BluetoothAdapterProperties: PROFILE_CONNECTION_STATE_CHANGE |	D HidService: Received start request. Starting profile...
D BluetoothAdapterProperties: ADAPTER_CONNECTION_STATE_CHANGE |	I bt_btif : get_profile_interface: id = hidhost
I bt_stack: [INFO:gatt_api.cc(1004)] GATT_Register	      |	D HidService: setHidService(): set to: null
I bt_stack: [INFO:gatt_api.cc(1027)] allocated gatt_if=5      |	I bt_bta_hh: BTA_HhEnable sec_mask:0x36 p_cback:0x7f1697c448
E BtGatt.GattService: App 'com.xiaomi.hm.health' is scanning  |	D BluetoothAdapterService: getAdapterService() - returning co
E BtGatt.GattService: App 'com.xiaomi.hm.health' is scanning  |	I bt_btif_storage: btif_storage_get_adapter_property service_
E BtGatt.GattService: App 'com.xiaomi.hm.health' is scanning  |	I bt_stack: [INFO:gatt_api.cc(1004)] GATT_Register
I bt_stack: [INFO:gatt_api.cc(1004)] GATT_Register	      |	I bt_stack: [INFO:gatt_api.cc(1027)] allocated gatt_if=4
I bt_stack: [INFO:gatt_api.cc(1027)] allocated gatt_if=5      |	I BluetoothHealthServiceJni: classInitNative: succeeds
I bt_stack: [INFO:gatt_api.cc(1004)] GATT_Register	      |	D BluetoothAdapterService: getAdapterService() - returning co
I bt_stack: [INFO:gatt_api.cc(1027)] allocated gatt_if=5      |	D HealthService: Received start request. Starting profile...
E BtGatt.GattService: App 'com.xiaomi.hm.health' is scanning  |	I bt_btif : get_profile_interface: id = health
I bt_stack: [INFO:gatt_api.cc(1004)] GATT_Register	      |	D BluetoothAdapterService: getAdapterService() - returning co
I bt_stack: [INFO:gatt_api.cc(1027)] allocated gatt_if=5      |	I BluetoothPanServiceJni: classInitNative(L111): succeeds
I bt_stack: [INFO:gatt_api.cc(1004)] GATT_Register	      |	D HeadsetPhoneState: sendDeviceStateChanged. mService=0 mIsSi
I bt_stack: [INFO:gatt_api.cc(1027)] allocated gatt_if=5      |	D BluetoothAdapterService: getAdapterService() - returning co
I bt_stack: [INFO:gatt_api.cc(1004)] GATT_Register	      |	D PanService: Received start request. Starting profile...
I bt_stack: [INFO:gatt_api.cc(1027)] allocated gatt_if=5      |	D BluetoothPanServiceJni: initializeNative(L116): pan
E BtGatt.GattService: App 'com.xiaomi.hm.health' is scanning  |	I bt_btif : get_profile_interface: id = pan
E BtGatt.GattService: App 'com.xiaomi.hm.health' is scanning  |	D BluetoothAdapterService: getAdapterService() - returning co
I bt_stack: [INFO:gatt_api.cc(1004)] GATT_Register	      |	D BluetoothPanServiceJni: control_state_callback(L63): state:
I bt_stack: [INFO:gatt_api.cc(1027)] allocated gatt_if=5      |	D BluetoothAdapterService: handleMessage() - Message: 1
I bt_stack: [INFO:gatt_api.cc(1004)] GATT_Register	      |	D BluetoothAdapterService: handleMessage() - MESSAGE_PROFILE_
I bt_stack: [INFO:gatt_api.cc(1027)] allocated gatt_if=5      |	D BluetoothAdapterService: processProfileServiceStateChanged(
E BtGatt.GattService: App 'com.xiaomi.hm.health' is scanning  |	D BluetoothAdapterService: onProfileServiceStateChange() - Pr
I bt_stack: [INFO:gatt_api.cc(1004)] GATT_Register	      |	D BluetoothAdapterService: getAdapterService() - returning co
I bt_stack: [INFO:gatt_api.cc(1027)] allocated gatt_if=5      |	D BluetoothMapService: Received start request. Starting profi
I bt_stack: [INFO:gatt_api.cc(1004)] GATT_Register	      |	D BluetoothMapService: start()
I bt_stack: [INFO:gatt_api.cc(1027)] allocated gatt_if=5      |	D BluetoothMapAccountLoader: Found 0 application(s) with inte
I bt_stack: [INFO:gatt_api.cc(1004)] GATT_Register	      |	D BluetoothMapAccountLoader: Found 0 application(s) with inte
I bt_stack: [INFO:gatt_api.cc(1027)] allocated gatt_if=5      |	D BluetoothMapAppObserver: createReceiver()
E BtGatt.GattService: App 'com.xiaomi.hm.health' is scanning  |	D BluetoothMapAppObserver: initObservers()
E BtGatt.GattService: App 'com.xiaomi.hm.health' is scanning  |	D BluetoothMapAppObserver: getEnabledAccountItems()
I bt_stack: [INFO:gatt_api.cc(1004)] GATT_Register	      |	D BluetoothAdapterService: getAdapterService() - returning co
I bt_stack: [INFO:gatt_api.cc(1027)] allocated gatt_if=5      |	I BluetoothHeadsetClientServiceJni: classInitNative succeeds
I bt_stack: [INFO:gatt_api.cc(1004)] GATT_Register	      |	D BluetoothAdapterService: getAdapterService() - returning co
I bt_stack: [INFO:gatt_api.cc(1027)] allocated gatt_if=5      |	D HeadsetClientService: Received start request. Starting prof
							      >	D BluetoothHeadsetClientServiceJni: initializeNative: HfpClie
							      >	I bt_btif : get_profile_interface: id = handsfree_client
							      >	I bt_stack: [INFO:port_api.cc(123)] RFCOMM_CreateConnection B
							      >	I bt_btif_storage: btif_storage_get_adapter_property service_
							      >	D BluetoothHeadsetClientServiceJni: initializeNative: HfpClie
							      >	W BluetoothHeadsetClientServiceJni: Cleaning up Bluetooth HFP
							      >	W BluetoothHeadsetClientServiceJni: Cleaning up Bluetooth HFP
							      >	I bt_btif : get_profile_interface: id = handsfree_client
							      >	I bt_btif_queue: queue_int_cleanup: UUID=111E
							      >	D BluetoothAdapterService: getAdapterService() - returning co
							      >	I BluetoothAvrcpControllerJni: classInitNative: succeeds
							      >	I bt_btif : get_profile_interface: id = avrcp_ctrl
							      >	I bt_btif_storage: btif_storage_get_adapter_property service_
							      >	I bt_stack: [INFO:port_api.cc(123)] RFCOMM_CreateConnection B
							      >	I bt_btif_storage: btif_storage_get_adapter_property service_
							      >	D BluetoothAdapterService: getAdapterService() - returning co
							      >	D AvrcpControllerService: Received start request. Starting pr
							      >	D AvrcpControllerService: setAvrcpControllerService(): set to
							      >	D BluetoothAdapterService: getAdapterService() - returning co
							      >	V SapService: SapBinder()
							      >	D BluetoothAdapterService: getAdapterService() - returning co
							      >	D SapService: Received start request. Starting profile...
							      >	V SapService: start()
							      >	D BluetoothAdapterService: getAdapterService() - returning co
							      >	D BluetoothAdapterService: getAdapterService() - returning co
							      >	D BluetoothOppService: Received start request. Starting profi
							      >	D BluetoothAdapterService: getAdapterService() - returning co
							      >	V BluetoothPbapService: PbapBinder()
							      >	D BluetoothAdapterService: getAdapterService() - returning co
							      >	D BluetoothPbapService: Received start request. Starting prof
							      >	V BluetoothPbapService: start()
							      >	D BluetoothPbapService: Registering observer
							      >	D BluetoothAdapterService: getAdapterService() - returning co
							      >	D BluetoothAdapterService: handleMessage() - Message: 1
							      >	D BluetoothAdapterService: handleMessage() - MESSAGE_PROFILE_
							      >	D BluetoothAdapterService: processProfileServiceStateChanged(
							      >	D BluetoothAdapterService: onProfileServiceStateChange() - Pr
							      >	D BluetoothAdapterService: handleMessage() - Message: 1
							      >	D BluetoothAdapterService: handleMessage() - MESSAGE_PROFILE_
							      >	D BluetoothAdapterService: processProfileServiceStateChanged(
							      >	D BluetoothAdapterService: onProfileServiceStateChange() - Pr
							      >	D BluetoothAdapterService: handleMessage() - Message: 1
							      >	D BluetoothAdapterService: handleMessage() - MESSAGE_PROFILE_
							      >	D BluetoothAdapterService: processProfileServiceStateChanged(
							      >	D BluetoothAdapterService: onProfileServiceStateChange() - Pr
							      >	D BluetoothAdapterService: handleMessage() - Message: 1
							      >	D BluetoothAdapterService: handleMessage() - MESSAGE_PROFILE_
							      >	D BluetoothAdapterService: processProfileServiceStateChanged(
							      >	D BluetoothAdapterService: onProfileServiceStateChange() - Pr
							      >	D BluetoothAdapterService: handleMessage() - Message: 1
							      >	D BluetoothAdapterService: handleMessage() - MESSAGE_PROFILE_
							      >	D BluetoothAdapterService: processProfileServiceStateChanged(
							      >	D BluetoothAdapterService: onProfileServiceStateChange() - Pr
							      >	D BluetoothAdapterService: handleMessage() - Message: 1
							      >	D BluetoothAdapterService: handleMessage() - MESSAGE_PROFILE_
							      >	D BluetoothAdapterService: processProfileServiceStateChanged(
							      >	D BluetoothAdapterService: onProfileServiceStateChange() - Pr
							      >	D BluetoothAdapterService: handleMessage() - Message: 1
							      >	D BluetoothAdapterService: handleMessage() - MESSAGE_PROFILE_
							      >	D BluetoothAdapterService: processProfileServiceStateChanged(
							      >	D BluetoothAdapterService: onProfileServiceStateChange() - Pr
							      >	D BluetoothAdapterService: handleMessage() - Message: 1
							      >	D BluetoothAdapterService: handleMessage() - MESSAGE_PROFILE_
							      >	D BluetoothAdapterService: processProfileServiceStateChanged(
							      >	D BluetoothAdapterService: onProfileServiceStateChange() - Pr
							      >	D BluetoothAdapterService: handleMessage() - Message: 1
							      >	D BluetoothAdapterService: handleMessage() - MESSAGE_PROFILE_
							      >	D BluetoothAdapterService: processProfileServiceStateChanged(
							      >	D BluetoothAdapterService: onProfileServiceStateChange() - Pr
							      >	D BluetoothAdapterService: handleMessage() - Message: 1
							      >	D BluetoothAdapterService: handleMessage() - MESSAGE_PROFILE_
							      >	D BluetoothAdapterService: processProfileServiceStateChanged(
							      >	D BluetoothAdapterService: onProfileServiceStateChange() - Al
							      >	V BluetoothAdapterState: PendingCommand - transient state(s):
							      >	D BluetoothAdapterState: Current state: PENDING_COMMAND, mess
							      >	D BluetoothAdapterProperties: onBluetoothReady, state=11, Sca
							      >	D BluetoothAdapterProperties: Setting state to 12
							      >	I BluetoothAdapterState: Bluetooth adapter state changed: 11-
							      >	D BluetoothAdapterService: updateAdapterState() - Broadcastin
							      >	I BluetoothAdapterState: Entering OnState
							      >	D BluetoothAdapterService: updateUuids() - Updating UUIDs for
							      >	D BluetoothAdapterProperties: Scan Mode:21
							      >	D BluetoothAdapterProperties: Discoverable Timeout:120
							      >	D BluetoothMapService: onReceive
							      >	D BluetoothMapService: onReceive: android.bluetooth.adapter.a
							      >	D BluetoothMapService: STATE_ON
							      >	D BluetoothPbapService: action: android.bluetooth.adapter.act
							      >	D BluetoothPbapService: state: 12
							      >	D BluetoothAdapterProperties: Discoverable Timeout:120
							      >	D BluetoothAdapterProperties: Scan Mode:23
							      >	D BluetoothAdapterService: isQuetModeEnabled() - Enabled = fa
							      >	D BluetoothPhonePolicy: autoConnect() - Initiate auto connect
							      >	D BtOppService: start Socket Listeners
							      >	D BtOppService: stopListeners mServerSocket :null
							      >	D ObexServerSockets: create(rfcomm = -2, l2capPsm = -2)
							      >	W BluetoothAdapter: getBluetoothService() called with no Blue
							      >	W BluetoothAdapter: getBluetoothService() called with no Blue
							      >	D BluetoothMapMasInstance0: Map Service startRfcommSocketList
							      >	D ObexServerSockets: create(rfcomm = -2, l2capPsm = -2)
							      >	W BluetoothAdapter: getBluetoothService() called with no Blue
							      >	I bt_stack: [INFO:port_api.cc(123)] RFCOMM_CreateConnection B
							      >	I bt_stack: [INFO:port_api.cc(123)] RFCOMM_CreateConnection B
							      >	D BluetoothSdpJni: sdpCreateSapsRecordNative
							      >	D BluetoothSdpJni: SDP Create record success - handle: 0
							      >	I bt_stack: [INFO:port_api.cc(123)] RFCOMM_CreateConnection B
							      >	W BluetoothAdapter: getBluetoothService() called with no Blue
							      >	W BluetoothAdapter: getBluetoothService() called with no Blue
							      >	D ObexServerSockets: Succeed to create listening sockets
							      >	D ObexServerSockets0: startAccept()
							      >	D ObexServerSockets0: prepareForNewConnect()
							      >	D ObexServerSockets: Succeed to create listening sockets
							      >	D ObexServerSockets1: startAccept()
							      >	D ObexServerSockets1: prepareForNewConnect()
							      >	D BluetoothSdpJni: sdpCreateOppOpsRecordNative
							      >	D BluetoothSdpJni: SDP Create record success - handle: 1
							      >	D BtOppService: mOppSdpHandle :1
							      >	D BluetoothPbapService: startsocketListener
							      >	D ObexServerSockets: create(rfcomm = -2, l2capPsm = -2)
							      >	W BluetoothAdapter: getBluetoothService() called with no Blue
							      >	I bt_stack: [INFO:port_api.cc(123)] RFCOMM_CreateConnection B
							      >	D ObexServerSockets0: Accepting socket connection...
							      >	W BluetoothAdapter: getBluetoothService() called with no Blue
							      >	D ObexServerSockets: Succeed to create listening sockets
							      >	D ObexServerSockets2: startAccept()
							      >	D ObexServerSockets2: prepareForNewConnect()
							      >	D ObexServerSockets1: Accepting socket connection...
							      >	D BluetoothSdpJni: sdpCreateMapMasRecordNative
							      >	D BluetoothSdpJni: SDP Create record success - handle: 2
							      >	D ObexServerSockets0: Accepting socket connection...
							      >	D ObexServerSockets1: Accepting socket connection...
							      >	D ObexServerSockets2: Accepting socket connection...
							      >	D BluetoothSdpJni: sdpCreatePbapPseRecordNative
							      >	D BluetoothSdpJni: SDP Create record success - handle: 3
							      >	D ObexServerSockets2: Accepting socket connection...
							      >	D BluetoothPbapService: PBAP server with handle:3
							      >	D BluetoothAdapterProperties: Discoverable Timeout:120
							      >	D BluetoothAdapterProperties: Scan Mode:21
							      >	D BluetoothAdapterProperties: Discoverable Timeout:120
							      >	D BluetoothAdapterProperties: Scan Mode:23
							      >	D BluetoothAdapterProperties: Discoverable Timeout:120
							      >	D BluetoothAdapterProperties: Scan Mode:21
							      >	D BluetoothAdapterProperties: Discoverable Timeout:120
							      >	D BluetoothAdapterProperties: Scan Mode:23
							      >	D BluetoothAdapterProperties: Discoverable Timeout:120
							      >	D BluetoothAdapterProperties: Scan Mode:21
							      >	D BluetoothAdapterProperties: Discoverable Timeout:120
							      >	D BluetoothAdapterProperties: Scan Mode:23
							      >	D BluetoothAdapterProperties: Discoverable Timeout:120
							      >	D BluetoothAdapterProperties: Scan Mode:21
							      >	D BluetoothAdapterProperties: Discoverable Timeout:120
							      >	D BluetoothAdapterProperties: Scan Mode:23
							      >	D BluetoothAdapterProperties: Discoverable Timeout:120
							      >	D BluetoothAdapterProperties: Scan Mode:21
							      >	D HeadsetPhoneState: sendDeviceStateChanged. mService=0 mIsSi
W bt_btif : bta_dm_acl_change info: 0x10			W bt_btif : bta_dm_acl_change info: 0x10
D bt_btif_dm: remote version info [b8:27:eb:72:c9:8d]: 0, 0,  |	D bt_btif_dm: remote version info [a0:a4:c5:68:0f:dc]: 0, 0, 
E BluetoothRemoteDevices: aclStateChangeCallback: device is N |	E BluetoothRemoteDevices: aclStateChangeCallback: device is N
D bt_btif_config: btif_get_device_type: Device [b8:27:eb:72:c |	D bt_btif_config: btif_get_device_type: Device [a0:a4:c5:68:0
I bt_btif_dm: get_cod remote_cod = 0x00480000		      |	I bt_btif_dm: get_cod remote_cod = 0x000c010c
I BluetoothBondStateMachine: bondStateChangeCallback: Status: |	I BluetoothBondStateMachine: bondStateChangeCallback: Status:
I bt_btif_dm: get_cod remote_cod = 0x00480000		      |	I bt_btif_dm: get_cod remote_cod = 0x000c010c
I BluetoothBondStateMachine: Bond State Change Intent:B8:27:E |	I BluetoothBondStateMachine: Bond State Change Intent:A0:A4:C
I BluetoothBondStateMachine: Entering PendingCommandState Sta	I BluetoothBondStateMachine: Entering PendingCommandState Sta
D bt_btif_config: btif_get_device_type: Device [b8:27:eb:72:c |	D bt_btif_config: btif_get_device_type: Device [a0:a4:c5:68:0
I bt_btif_dm: get_cod remote_cod = 0x00480000		      |	I bt_btif_dm: get_cod remote_cod = 0x000c010c
I BluetoothBondStateMachine: bondStateChangeCallback: Status: |	I BluetoothBondStateMachine: bondStateChangeCallback: Status:
D BluetoothAdapterProperties: Failed to remove device: B8:27: |	D BluetoothAdapterProperties: Failed to remove device: A0:A4:
I BluetoothBondStateMachine: Bond State Change Intent:B8:27:E |	I BluetoothBondStateMachine: Bond State Change Intent:A0:A4:C
D HidService: getHidService(): returning com.android.bluetoot |	D HidService: getHidService(): returning com.android.bluetoot
I BluetoothHeadsetClientServiceJni: classInitNative succeeds  <
D A2dpSinkService: getA2dpSinkService(): service is NULL	D A2dpSinkService: getA2dpSinkService(): service is NULL
D HidService: Saved priority B8:27:EB:72:C9:8D = -1	      |	D HidService: Saved priority A0:A4:C5:68:0F:DC = -1
I BluetoothBondStateMachine: StableState(): Entering Off Stat	I BluetoothBondStateMachine: StableState(): Entering Off Stat
W bt_l2cap: L2CAP ignoring duplicate echo request (0)	      <
W bt_hci_packet_fragmenter: reassemble_and_dispatch got packe <
							      <
F libc : Fatal signal 11 (SIGSEGV), code 1, fault addr 0xe438 <
I libc : orig_dumpable: 0				      <
